datetime,author_title,review_text,review_rating
08/04/2022 11:20:41,jo rosier,Absolutely love this bank. My Dad has been a customer forever and I started doing his banking and discovered TSB. The ladies are so friendly and helpful and always take the time to ask about my Dad.,5
03/10/2017 01:33:57,Sam Hermann,Friendly small town bank,4
