datetime,author_title,review_text,review_rating
06/04/2021 21:04:07,AL REYNOLDS,Should be zero. This bank will definitely be paying a class action just like BOA… for shame. Tiny bank trying to compare to the big banks and they STILL can’t even after a merger… what a joke. Go to a better bank we did.,1
03/28/2017 12:51:06,Chris Gabriel,,5
01/28/2019 16:04:48,Kimmy Gazso,,2
03/28/2019 00:47:19,Gene Schneider,,5
