datetime,author_title,review_text,review_rating
02/21/2019 15:16:12,David Brody,Lots of fees on mortgages. 6000 early termination fee on a 100k mortgage.  Recommend chase or bank America,1
10/25/2021 21:21:34,Moacir Silva,,5
02/09/2018 14:34:57,Doris Mejia,,5
10/11/2018 19:03:30,diane burke,,5
11/06/2020 19:09:40,DJ Bushhh,,5
