datetime,author_title,review_text,review_rating
03/11/2022 16:26:45,Rock & Roll Charters,"Fantastic experience.  Felt like how traditional banking used to be.  Attention to detail, personal relationships and dealing with locals, not strangers answering 1-800 numbers from across the country.   Chris Griffiths from the Branford office walked me through the refinance process, and I could not be happier.  I look forward to a long relationship with GSB.",5
02/11/2020 14:18:43,Clotilde Siciliano,if i could give 10 stars i would. the staff at the park street guilford savings branch are always extremely helpful and help me solve any problems i have as quickly as they are able. i highly recommend anyone to open an account with them,5
