datetime,author_title,review_text,review_rating
07/13/2021 19:11:08,Tony P,"Went inside the bank to cash a check written to my wife and met some of the most cheerful, courteous friendly and professional bank tellers it has been my good fortune to interact with. Even though I bank at a different location of this bank they verified that I was a First Horizon Bank customer and quickly cashed her check without having to jump through a lot of the hoops I have to do at other branches of this bank.",5
04/01/2024 12:40:01,Davina Wise,Treat people with a smile. What a bank should be.,5
