datetime,author_title,review_text,review_rating
03/15/2023 20:09:03,Siegfried White,"Sis.Salgado was very  professional.
She was very patient, kind and respectful. I really hope she grows with the company",5
06/03/2020 19:56:06,Queen TC,This place is very clean. Francesca was very helpful and professional. Her customer service skills are exceptional. I am hoping she get praise for her awesome service. Thanks!,5
01/18/2023 16:11:11,Natasa Ruzic,,5
